"Module","File","ApiVersion","Command","Method","Uri","Disposition","OracleCommands"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultSubjectServiceProvisioningErrorCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultSubjectServiceProvisioningErrorCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/subject/serviceProvisioningErrors/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultSummaryWithStartDateTimeWithEndDateTime.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultSummaryWithStartDateTimeWithEndDateTime","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/summary(startDateTime={startDateTime},endDateTime={endDateTime})","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResult_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResult","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults/{param}","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResult_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResult","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResult.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResult","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubject.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubject","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults/{param}/subject","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubjectMailboxSetting.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubjectMailboxSetting","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults/{param}/subject/mailboxSettings","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubjectServiceProvisioningError.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubjectServiceProvisioningError","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubjectServiceProvisioningErrorCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultSubjectServiceProvisioningErrorCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultTask.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowUserProcessingResultTaskProcessingResultTask","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/userProcessingResults/{param}/taskProcessingResults/{param}/task","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}","matched","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions","matched","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersion","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTarget_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTarget","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/administrationScopeTargets/{param}","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTarget_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTarget","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/administrationScopeTargets","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTarget.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTarget","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTargetCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionAdministrationScopeTargetCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/administrationScopeTargets/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedBy.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedBy","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/createdBy","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedByMailboxSetting.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedByMailboxSetting","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/createdBy/mailboxSettings","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedByServiceProvisioningError.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedByServiceProvisioningError","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/createdBy/serviceProvisioningErrors","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedByServiceProvisioningErrorCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCreatedByServiceProvisioningErrorCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/createdBy/serviceProvisioningErrors/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedBy.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedBy","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/lastModifiedBy","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByMailboxSetting.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByMailboxSetting","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/lastModifiedBy/mailboxSettings","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByServiceProvisioningError.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByServiceProvisioningError","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/lastModifiedBy/serviceProvisioningErrors","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByServiceProvisioningErrorCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByServiceProvisioningErrorCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/lastModifiedBy/serviceProvisioningErrors/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubject.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubject","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectMailboxSetting.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectMailboxSetting","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/mailboxSettings","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningError.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningError","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningErrorCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningErrorCount","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors/$count","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultTask.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultTask","GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/task","no-oracle",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowExecutionScope_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/executionScope/{param}","matched","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowExecutionScope_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/executionScope","matched","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowExecutionScope.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowExecutionScopeCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScopeCount","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/executionScope/$count","matched","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScopeCount"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowInsight.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowInsight","GET","/identityGovernance/lifecycleWorkflows/insights","matched","Get-MgIdentityGovernanceLifecycleWorkflowInsight"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowInsightTopTasksProcessedSummaryWithStartDateTimeWithEndDateTime.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowInsightTopTasksProcessedSummaryWithStartDateTimeWithEndDateTime","GET","/identityGovernance/lifecycleWorkflows/insights/topTasksProcessedSummary(startDateTime={startDateTime},endDateTime={endDateTime})","mismatch","Invoke-MgTopIdentityGovernanceLifecycleWorkflowInsightTaskProcessedSummary"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowInsightTopWorkflowsProcessedSummaryWithStartDateTimeWithEndDateTime.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowInsightTopWorkflowsProcessedSummaryWithStartDateTimeWithEndDateTime","GET","/identityGovernance/lifecycleWorkflows/insights/topWorkflowsProcessedSummary(startDateTime={startDateTime},endDateTime={endDateTime})","mismatch","Invoke-MgTopIdentityGovernanceLifecycleWorkflowInsightWorkflowProcessedSummary"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowInsightWorkflowsProcessedByCategoryWithStartDateTimeWithEndDateTime.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowInsightWorkflowsProcessedByCategoryWithStartDateTimeWithEndDateTime","GET","/identityGovernance/lifecycleWorkflows/insights/workflowsProcessedByCategory(startDateTime={startDateTime},endDateTime={endDateTime})","mismatch","Invoke-MgGraphIdentityGovernanceLifecycleWorkflowInsight"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowInsightWorkflowsProcessedSummaryWithStartDateTimeWithEndDateTime.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowInsightWorkflowsProcessedSummaryWithStartDateTimeWithEndDateTime","GET","/identityGovernance/lifecycleWorkflows/insights/workflowsProcessedSummary(startDateTime={startDateTime},endDateTime={endDateTime})","mismatch","Invoke-MgWorkflowIdentityGovernanceLifecycleWorkflowInsightProcessedSummary"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowLastModifiedBy.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedBy","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy","matched","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedBy"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowLastModifiedByMailboxSetting.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByMailboxSetting","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy/mailboxSettings","matched","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByMailboxSetting"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningError.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningError","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy/serviceProvisioningErrors","matched","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningError"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningErrorCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningErrorCount","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy/serviceProvisioningErrors/$count","matched","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningErrorCount"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowPreviewScope_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/previewScope/{param}","matched","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowPreviewScope_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/previewScope","matched","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowPreviewScope.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowPreviewScopeCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScopeCount","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/previewScope/$count","matched","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScopeCount"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRun_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRun","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}","matched","Get-MgIdentityGovernanceLifecycleWorkflowRun"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRun_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRun","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs","matched","Get-MgIdentityGovernanceLifecycleWorkflowRun"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRun.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRun","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunCount","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/$count","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunCount"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunReprocessedRun_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/reprocessedRuns/{param}","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunReprocessedRun_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/reprocessedRuns","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunReprocessedRun.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunReprocessedRunCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRunCount","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/reprocessedRuns/$count","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRunCount"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunSummaryWithStartDateTimeWithEndDateTime.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunSummaryWithStartDateTimeWithEndDateTime","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/summary(startDateTime={startDateTime},endDateTime={endDateTime})","mismatch","Invoke-MgSummaryIdentityGovernanceLifecycleWorkflowRun"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult","","","dispatcher",""
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultCount","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/$count","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultCount"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubject.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubject","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubject"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectMailboxSetting.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectMailboxSetting","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject/mailboxSettings","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectMailboxSetting"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningError.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningError","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningError"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningErrorCount.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningErrorCount","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors/$count","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningErrorCount"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultTask.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultTask","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/task","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultTask"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult_Get.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/userProcessingResults/{param}","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult_List.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult","GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/userProcessingResults","matched","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult"
"Cmdlets","GetMgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult.g.cs","v1.0","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult","","","dispatcher",""
