OperationId,FirstModule,FirstPath,FirstMethod,SecondModule,SecondPath,SecondMethod
group.site.termStore.set.term_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations,Get
group.site.termStore.set.term_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations,Post
group.site.termStore.set.term_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get
group.site.termStore.set.term_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch
group.site.termStore.set.term_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete
group.site.termStore.set.term.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get
group.site.termStore.set.term.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get
group.site.termStore.set.term.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get
group.site.termStore.set.term.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/$count,Get
group.site.termStore.set.term_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/set,Get
group.site.termStore.set.term_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/$count,Get
group.site.termStore.set_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/$count,Get
group.site_GetCount,Sites,/groups/{group-id}/sites/{site-id}/sites/$count,Get,Sites,/groups/{group-id}/sites/$count,Get
site_GetDrive,Sites,/sites/{site-id}/drive,Get,Sites,/sites/{site-id}/drives/{drive-id},Get
site.list.item_getActivitiesGraphBPreInterval,Sites,/sites/{site-id}/lists/{list-id}/items/{listItem-id}/microsoft.graph.getActivitiesByInterval(),Get,Sites,/sites/{site-id}/lists/{list-id}/items/{listItem-id}/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
site.list.item_delta,Sites,/sites/{site-id}/lists/{list-id}/items/microsoft.graph.delta(),Get,Sites,/sites/{site-id}/lists/{list-id}/items/microsoft.graph.delta(token='{token}'),Get
site_getActivitiesGraphBPreInterval,Sites,/sites/{site-id}/microsoft.graph.getActivitiesByInterval(),Get,Sites,/sites/{site-id}/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
site.getGraphBPrePath_getActivitiesGraphBPreInterval,Sites,/sites/{site-id}/microsoft.graph.getByPath(path='{path}')/microsoft.graph.getActivitiesByInterval(),Get,Sites,/sites/{site-id}/microsoft.graph.getByPath(path='{path}')/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
site_ListSite,Sites,/sites,Get,Sites,/sites/{site-id}/sites,Get
site_GetSite,Sites,/sites/{site-id},Get,Sites,/sites/{site-id}/sites/{site-id1},Get
site.termStore.group.set.child_ListRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations,Get
site.termStore.group.set.child_CreateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations,Post
site.termStore.group.set.child_GetRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Get
site.termStore.group.set.child_UpdateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Patch
site.termStore.group.set.child_DeleteRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Delete
site.termStore.group.set.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/fromTerm,Get
site.termStore.group.set.child.relation_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/set,Get
site.termStore.group.set.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/toTerm,Get
site.termStore.group.set.child.relation_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/$count,Get
site.termStore.group.set.child_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/set,Get
site.termStore.group.set.child_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/$count,Get
site.termStore.set.child_ListRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations,Get
site.termStore.set.child_CreateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations,Post
site.termStore.set.child_GetRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id},Get
site.termStore.set.child_UpdateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id},Patch
site.termStore.set.child_DeleteRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id},Delete
site.termStore.set.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id}/fromTerm,Get
site.termStore.set.child.relation_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id}/set,Get
site.termStore.set.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id}/toTerm,Get
site.termStore.set.child.relation_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/$count,Get
site.termStore.set.child_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/set,Get
site.termStore.set.child_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/$count,Get
site.termStore.set.parentGroup.set.child_ListRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations,Get
site.termStore.set.parentGroup.set.child_CreateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations,Post
site.termStore.set.parentGroup.set.child_GetRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id},Get
site.termStore.set.parentGroup.set.child_UpdateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id},Patch
site.termStore.set.parentGroup.set.child_DeleteRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id},Delete
site.termStore.set.parentGroup.set.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}/fromTerm,Get
site.termStore.set.parentGroup.set.child.relation_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}/set,Get
site.termStore.set.parentGroup.set.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}/toTerm,Get
site.termStore.set.parentGroup.set.child.relation_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/$count,Get
site.termStore.set.parentGroup.set.child_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/set,Get
site.termStore.set.parentGroup.set.child_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/$count,Get
site_GetTermStore,Sites,/sites/{site-id}/termStore,Get,Sites,/sites/{site-id}/termStores/{store-id},Get
site_UpdateTermStore,Sites,/sites/{site-id}/termStore,Patch,Sites,/sites/{site-id}/termStores/{store-id},Patch
site_DeleteTermStore,Sites,/sites/{site-id}/termStore,Delete,Sites,/sites/{site-id}/termStores/{store-id},Delete
site.termStore_ListGroup,Sites,/sites/{site-id}/termStore/groups,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups,Get
site.termStore_CreateGroup,Sites,/sites/{site-id}/termStore/groups,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups,Post
site.termStore_GetGroup,Sites,/sites/{site-id}/termStore/groups/{group-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id},Get
site.termStore_UpdateGroup,Sites,/sites/{site-id}/termStore/groups/{group-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id},Patch
site.termStore_DeleteGroup,Sites,/sites/{site-id}/termStore/groups/{group-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id},Delete
site.termStore.group_ListSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets,Get
site.termStore.group_CreateSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets,Post
site.termStore.group_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id},Get
site.termStore.group_UpdateSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id},Patch
site.termStore.group_DeleteSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id},Delete
site.termStore.group.set_ListChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children,Get
site.termStore.group.set_CreateChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children,Post
site.termStore.group.set_GetChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id},Get
site.termStore.group.set_UpdateChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id},Patch
site.termStore.group.set_DeleteChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id},Delete
site.termStore.group.set.child_ListChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children,Get
site.termStore.group.set.child_CreateChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children,Post
site.termStore.group.set.child_GetChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Get
site.termStore.group.set.child_UpdateChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Patch
site.termStore.group.set.child_DeleteChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Delete
site.termStore.group.set.child_ListRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get
site.termStore.group.set.child_CreateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post
site.termStore.group.set.child_GetRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get
site.termStore.group.set.child_UpdateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch
site.termStore.group.set.child_DeleteRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete
site.termStore.group.set.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get
site.termStore.group.set.child.relation_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get
site.termStore.group.set.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get
site.termStore.group.set.child.relation_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get
site.termStore.group.set.child_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get
site.termStore.group.set.child_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/children/$count,Get
site.termStore.group.set.child_ListRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations,Get
site.termStore.group.set.child_CreateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations,Post
site.termStore.group.set.child_GetRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Get
site.termStore.group.set.child_UpdateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Patch
site.termStore.group.set.child_DeleteRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Delete
site.termStore.group.set.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/fromTerm,Get
site.termStore.group.set.child.relation_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/set,Get
site.termStore.group.set.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/toTerm,Get
site.termStore.group.set.child.relation_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/relations/$count,Get
site.termStore.group.set.child_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/{term-id}/set,Get
site.termStore.group.set.child_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/children/$count,Get
site.termStore.group.set_GetParentGroup,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/parentGroup,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/parentGroup,Get
site.termStore.group.set_UpdateParentGroup,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/parentGroup,Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/parentGroup,Patch
site.termStore.group.set_DeleteParentGroup,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/parentGroup,Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/parentGroup,Delete
site.termStore.group.set_ListRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations,Get
site.termStore.group.set_CreateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations,Post
site.termStore.group.set_GetRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations/{relation-id},Get
site.termStore.group.set_UpdateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations/{relation-id},Patch
site.termStore.group.set_DeleteRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations/{relation-id},Delete
site.termStore.group.set.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations/{relation-id}/fromTerm,Get
site.termStore.group.set.relation_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations/{relation-id}/set,Get
site.termStore.group.set.relation_GetToTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations/{relation-id}/toTerm,Get
site.termStore.group.set.relation_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/relations/$count,Get
site.termStore.group.set_ListTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms,Get
