OperationId,FirstModule,FirstPath,FirstMethod,SecondModule,SecondPath,SecondMethod
user.followedSite_remove,Sites,/users/{user-id}/followedSites/microsoft.graph.remove,Post,Users.Actions,/users/{user-id}/followedSites/microsoft.graph.remove,Post
user.mailFolder.childFolder.message.attachment_createUploadSession,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/attachments/microsoft.graph.createUploadSession,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/attachments/microsoft.graph.createUploadSession,Post
user.mailFolder.childFolder.message_copy,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.copy,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.copy,Post
user.mailFolder.childFolder.message_createForward,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.createForward,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.createForward,Post
user.mailFolder.childFolder.message_createReply,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.createReply,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.createReply,Post
user.mailFolder.childFolder.message_createReplyAll,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.createReplyAll,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.createReplyAll,Post
user.mailFolder.childFolder.message_forward,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.forward,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.forward,Post
user.mailFolder.childFolder.message_move,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.move,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.move,Post
user.mailFolder.childFolder.message_reply,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.reply,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.reply,Post
user.mailFolder.childFolder.message_replyAll,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.replyAll,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.replyAll,Post
user.mailFolder.childFolder.message_send,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.send,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/messages/{message-id}/microsoft.graph.send,Post
user.mailFolder.childFolder_copy,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/microsoft.graph.copy,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/microsoft.graph.copy,Post
user.mailFolder.childFolder_move,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/microsoft.graph.move,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/childFolders/{mailFolder-id1}/microsoft.graph.move,Post
user.mailFolder.message.attachment_createUploadSession,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/attachments/microsoft.graph.createUploadSession,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/attachments/microsoft.graph.createUploadSession,Post
user.mailFolder.message_copy,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.copy,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.copy,Post
user.mailFolder.message_createForward,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.createForward,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.createForward,Post
user.mailFolder.message_createReply,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.createReply,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.createReply,Post
user.mailFolder.message_createReplyAll,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.createReplyAll,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.createReplyAll,Post
user.mailFolder.message_forward,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.forward,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.forward,Post
user.mailFolder.message_move,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.move,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.move,Post
user.mailFolder.message_reply,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.reply,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.reply,Post
user.mailFolder.message_replyAll,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.replyAll,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.replyAll,Post
user.mailFolder.message_send,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.send,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/messages/{message-id}/microsoft.graph.send,Post
user.mailFolder_copy,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/microsoft.graph.copy,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/microsoft.graph.copy,Post
user.mailFolder_move,Mail,/users/{user-id}/mailFolders/{mailFolder-id}/microsoft.graph.move,Post,Users.Actions,/users/{user-id}/mailFolders/{mailFolder-id}/microsoft.graph.move,Post
user.managedDevice.logCollectionRequest_createDownloadUrl,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/logCollectionRequests/{deviceLogCollectionResponse-id}/microsoft.graph.createDownloadUrl,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/logCollectionRequests/{deviceLogCollectionResponse-id}/microsoft.graph.createDownloadUrl,Post
user.managedDevice_bypassActivationLock,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.bypassActivationLock,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.bypassActivationLock,Post
user.managedDevice_cleanWindowsDevice,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.cleanWindowsDevice,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.cleanWindowsDevice,Post
user.managedDevice_deleteUserFromSharedAppleDevice,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.deleteUserFromSharedAppleDevice,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.deleteUserFromSharedAppleDevice,Post
user.managedDevice_disableLostMode,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.disableLostMode,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.disableLostMode,Post
user.managedDevice_locateDevice,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.locateDevice,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.locateDevice,Post
user.managedDevice_logoutSharedAppleDeviceActiveUser,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.logoutSharedAppleDeviceActiveUser,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.logoutSharedAppleDeviceActiveUser,Post
user.managedDevice_rebootNow,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.rebootNow,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.rebootNow,Post
user.managedDevice_recoverPasscode,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.recoverPasscode,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.recoverPasscode,Post
user.managedDevice_remoteLock,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.remoteLock,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.remoteLock,Post
user.managedDevice_requestRemoteAssistance,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.requestRemoteAssistance,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.requestRemoteAssistance,Post
user.managedDevice_resetPasscode,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.resetPasscode,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.resetPasscode,Post
user.managedDevice_retire,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.retire,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.retire,Post
user.managedDevice_shutDown,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.shutDown,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.shutDown,Post
user.managedDevice_syncDevice,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.syncDevice,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.syncDevice,Post
user.managedDevice_updateWindowsDeviceAccount,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.updateWindowsDeviceAccount,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.updateWindowsDeviceAccount,Post
user.managedDevice_windowsDefenderScan,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderScan,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderScan,Post
user.managedDevice_windowsDefenderUpdateSignature,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderUpdateSignatures,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderUpdateSignatures,Post
user.managedDevice_wipe,Devices.CorporateManagement,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.wipe,Post,Users.Actions,/users/{user-id}/managedDevices/{managedDevice-id}/microsoft.graph.wipe,Post
user.message.attachment_createUploadSession,Mail,/users/{user-id}/messages/{message-id}/attachments/microsoft.graph.createUploadSession,Post,Users.Actions,/users/{user-id}/messages/{message-id}/attachments/microsoft.graph.createUploadSession,Post
user.message_copy,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.copy,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.copy,Post
user.message_createForward,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.createForward,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.createForward,Post
user.message_createReply,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.createReply,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.createReply,Post
user.message_createReplyAll,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.createReplyAll,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.createReplyAll,Post
user.message_forward,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.forward,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.forward,Post
user.message_move,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.move,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.move,Post
user.message_reply,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.reply,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.reply,Post
user.message_replyAll,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.replyAll,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.replyAll,Post
user.message_send,Mail,/users/{user-id}/messages/{message-id}/microsoft.graph.send,Post,Users.Actions,/users/{user-id}/messages/{message-id}/microsoft.graph.send,Post
user.onenote.notebook_copyNotebook,Notes,/users/{user-id}/onenote/notebooks/{notebook-id}/microsoft.graph.copyNotebook,Post,Users.Actions,/users/{user-id}/onenote/notebooks/{notebook-id}/microsoft.graph.copyNotebook,Post
user.onenote.notebook_getNotebookFromWebUrl,Notes,/users/{user-id}/onenote/notebooks/microsoft.graph.getNotebookFromWebUrl,Post,Users.Actions,/users/{user-id}/onenote/notebooks/microsoft.graph.getNotebookFromWebUrl,Post
user.onenote.page_copyToSection,Notes,/users/{user-id}/onenote/pages/{onenotePage-id}/microsoft.graph.copyToSection,Post,Users.Actions,/users/{user-id}/onenote/pages/{onenotePage-id}/microsoft.graph.copyToSection,Post
user.onenote.page_onenotePatchContent,Notes,/users/{user-id}/onenote/pages/{onenotePage-id}/microsoft.graph.onenotePatchContent,Post,Users.Actions,/users/{user-id}/onenote/pages/{onenotePage-id}/microsoft.graph.onenotePatchContent,Post
user.onenote.section_copyToNotebook,Notes,/users/{user-id}/onenote/sections/{onenoteSection-id}/microsoft.graph.copyToNotebook,Post,Users.Actions,/users/{user-id}/onenote/sections/{onenoteSection-id}/microsoft.graph.copyToNotebook,Post
user.onenote.section_copyToSectionGroup,Notes,/users/{user-id}/onenote/sections/{onenoteSection-id}/microsoft.graph.copyToSectionGroup,Post,Users.Actions,/users/{user-id}/onenote/sections/{onenoteSection-id}/microsoft.graph.copyToSectionGroup,Post
user.onlineMeeting_sendVirtualAppointmentReminderSm,CloudCommunications,/users/{user-id}/onlineMeetings/{onlineMeeting-id}/microsoft.graph.sendVirtualAppointmentReminderSms,Post,Users.Actions,/users/{user-id}/onlineMeetings/{onlineMeeting-id}/microsoft.graph.sendVirtualAppointmentReminderSms,Post
user.onlineMeeting_sendVirtualAppointmentSm,CloudCommunications,/users/{user-id}/onlineMeetings/{onlineMeeting-id}/microsoft.graph.sendVirtualAppointmentSms,Post,Users.Actions,/users/{user-id}/onlineMeetings/{onlineMeeting-id}/microsoft.graph.sendVirtualAppointmentSms,Post
user.onlineMeeting_createGraphRPreGet,CloudCommunications,/users/{user-id}/onlineMeetings/microsoft.graph.createOrGet,Post,Users.Actions,/users/{user-id}/onlineMeetings/microsoft.graph.createOrGet,Post
user.presence_clearPresence,CloudCommunications,/users/{user-id}/presence/microsoft.graph.clearPresence,Post,Users.Actions,/users/{user-id}/presence/microsoft.graph.clearPresence,Post
user.presence_clearUserPreferredPresence,CloudCommunications,/users/{user-id}/presence/microsoft.graph.clearUserPreferredPresence,Post,Users.Actions,/users/{user-id}/presence/microsoft.graph.clearUserPreferredPresence,Post
user.presence_setPresence,CloudCommunications,/users/{user-id}/presence/microsoft.graph.setPresence,Post,Users.Actions,/users/{user-id}/presence/microsoft.graph.setPresence,Post
user.presence_setStatusMessage,CloudCommunications,/users/{user-id}/presence/microsoft.graph.setStatusMessage,Post,Users.Actions,/users/{user-id}/presence/microsoft.graph.setStatusMessage,Post
user.presence_setUserPreferredPresence,CloudCommunications,/users/{user-id}/presence/microsoft.graph.setUserPreferredPresence,Post,Users.Actions,/users/{user-id}/presence/microsoft.graph.setUserPreferredPresence,Post
user.teamwork_sendActivityNotification,Teams,/users/{user-id}/teamwork/microsoft.graph.sendActivityNotification,Post,Users.Actions,/users/{user-id}/teamwork/microsoft.graph.sendActivityNotification,Post
user.activity_recent,CrossDeviceExperiences,/users/{user-id}/activities/microsoft.graph.recent(),Get,Users.Functions,/users/{user-id}/activities/microsoft.graph.recent(),Get
user.calendar.event_delta,Calendar,/users/{user-id}/calendar/events/microsoft.graph.delta(),Get,Users.Functions,/users/{user-id}/calendar/events/microsoft.graph.delta(),Get
